menu_name,karbo,protein,sayur,bahan,energy_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sodium_mg
"Nasi coklat + Nugget Ayam Akumo + Karedok,sayur",Nasi coklat,Nugget Ayam Akumo,"Karedok,sayur","Nasi coklat, Nugget Ayam Akumo, Karedok,sayur",544.0,17.5,67.6,23.1,1.4,610.0
Jagung titi + Mi ABC cup soto ayam + Wortel kukus,Jagung titi,Mi ABC cup soto ayam,Wortel kukus,"Jagung titi, Mi ABC cup soto ayam, Wortel kukus",691.0,17.4,121.4,15.8,5.9,43.0
Nasi coklat + Nugget Ayam Akumo + Sayur lebui,Nasi coklat,Nugget Ayam Akumo,Sayur lebui,"Nasi coklat, Nugget Ayam Akumo, Sayur lebui",516.0,17.4,66.0,20.4,5.7,734.0
Nasi / Nasi Putih + Tahu telur + Kangkung tondano,Nasi / Nasi Putih,Tahu telur,Kangkung tondano,"Nasi / Nasi Putih, Tahu telur, Kangkung tondano",551.0,17.4,72.8,20.4,4.9,786.4
"Kecimpring singkong goreng + Ayam brand tuna dalam air + brokoli , matang",Kecimpring singkong goreng,Ayam brand tuna dalam air,"brokoli , matang","Kecimpring singkong goreng, Ayam brand tuna dalam air, brokoli , matang",537.2,17.4,74.9,18.8,4.3,15.0
"Ceriping getuk singkong + Ayam brand tuna dalam air + brokoli , matang",Ceriping getuk singkong,Ayam brand tuna dalam air,"brokoli , matang","Ceriping getuk singkong, Ayam brand tuna dalam air, brokoli , matang",535.2,17.4,69.6,20.9,3.6,15.0
"Jagung titi + Sop daging sapi, masakan + Karedok,sayur",Jagung titi,"Sop daging sapi, masakan","Karedok,sayur","Jagung titi, Sop daging sapi, masakan, Karedok,sayur",515.0,17.4,98.5,6.0,2.2,391.0
Nasi tim + Nugget Ayam Akumo + Wortel kukus,Nasi tim,Nugget Ayam Akumo,Wortel kukus,"Nasi tim, Nugget Ayam Akumo, Wortel kukus",497.0,17.4,64.3,20.0,1.6,653.0
"Jagung titi + Sop daging sapi, masakan + Sayur lebui",Jagung titi,"Sop daging sapi, masakan",Sayur lebui,"Jagung titi, Sop daging sapi, masakan, Sayur lebui",487.0,17.3,96.9,3.3,6.5,515.0
"Jagung titi + Pempek telur, masakan + brokoli , matang",Jagung titi,"Pempek telur, masakan","brokoli , matang","Jagung titi, Pempek telur, masakan, brokoli , matang",553.2,17.3,109.3,5.1,3.8,463.0
lontong + Tahu telur + Kangkung tondano,lontong,Tahu telur,Kangkung tondano,"lontong, Tahu telur, Kangkung tondano",515.0,17.2,64.8,20.3,5.9,785.4
"Tapai singkong + Tahu telur + brokoli , matang",Tapai singkong,Tahu telur,"brokoli , matang","Tapai singkong, Tahu telur, brokoli , matang",520.2,17.2,66.7,20.4,5.4,770.4
Nasi merah + Tahu telur + Kangkung tondano,Nasi merah,Tahu telur,Kangkung tondano,"Nasi merah, Tahu telur, Kangkung tondano",520.0,17.2,65.5,20.5,5.0,790.4
"Getuk singkong + Kelio telur, masakan + Gado-gado",Getuk singkong,"Kelio telur, masakan",Gado-gado,"Getuk singkong, Kelio telur, masakan, Gado-gado",534.0,17.2,78.1,17.0,1.9,540.0
Nasi minyak + Nugget Ayam Akumo + Wortel rebus,Nasi minyak,Nugget Ayam Akumo,Wortel rebus,"Nasi minyak, Nugget Ayam Akumo, Wortel rebus",575.0,17.2,73.4,24.5,1.6,725.0
Jagung gerontol + Tahu telur + Kangkung tondano,Jagung gerontol,Tahu telur,Kangkung tondano,"Jagung gerontol, Tahu telur, Kangkung tondano",527.0,17.1,66.3,21.4,5.7,785.4
Jagung titi + Mi ABC cup soto ayam + Wortel rebus,Jagung titi,Mi ABC cup soto ayam,Wortel rebus,"Jagung titi, Mi ABC cup soto ayam, Wortel rebus",682.0,17.1,119.4,15.7,5.6,41.0
"Ubi Cilembu + Nugget Ayam Akumo + Karedok,sayur",Ubi Cilembu,Nugget Ayam Akumo,"Karedok,sayur","Ubi Cilembu, Nugget Ayam Akumo, Karedok,sayur",618.0,17.1,88.4,22.5,4.8,611.0
Nasi coklat + Nugget Ayam Akumo + Kangkung tondano,Nasi coklat,Nugget Ayam Akumo,Kangkung tondano,"Nasi coklat, Nugget Ayam Akumo, Kangkung tondano",495.0,17.1,61.9,20.0,4.3,640.0
"Ubi jalar tinta / kemayung kukus + Nugget Ayam Akumo + brokoli , matang",Ubi jalar tinta / kemayung kukus,Nugget Ayam Akumo,"brokoli , matang","Ubi jalar tinta / kemayung kukus, Nugget Ayam Akumo, brokoli , matang",528.2,17.1,71.7,19.4,4.1,626.0
"Nasi coklat + Tahu telur + Karedok,sayur",Nasi coklat,Tahu telur,"Karedok,sayur","Nasi coklat, Tahu telur, Karedok,sayur",532.0,17.1,62.2,24.0,1.8,755.4
Nasi tim + Nugget Ayam Akumo + Wortel rebus,Nasi tim,Nugget Ayam Akumo,Wortel rebus,"Nasi tim, Nugget Ayam Akumo, Wortel rebus",488.0,17.1,62.3,19.9,1.3,651.0
Ubi Cilembu + Nugget Ayam Akumo + Sayur lebui,Ubi Cilembu,Nugget Ayam Akumo,Sayur lebui,"Ubi Cilembu, Nugget Ayam Akumo, Sayur lebui",590.0,17.0,86.8,19.8,9.1,735.0
"Jagung titi + Sop daging sapi, masakan + Kangkung tondano",Jagung titi,"Sop daging sapi, masakan",Kangkung tondano,"Jagung titi, Sop daging sapi, masakan, Kangkung tondano",466.0,17.0,92.8,2.9,5.1,421.0
Nasi tim + Tahu telur + Wortel kukus,Nasi tim,Tahu telur,Wortel kukus,"Nasi tim, Tahu telur, Wortel kukus",485.0,17.0,58.9,20.9,2.0,798.4
Nasi / Nasi Putih + Nugget Ayam Akumo + Wortel kukus,Nasi / Nasi Putih,Nugget Ayam Akumo,Wortel kukus,"Nasi / Nasi Putih, Nugget Ayam Akumo, Wortel kukus",557.0,17.0,78.1,19.9,1.3,654.0
"Jagung kuning pipil, rebus + Mi ABC cup soto ayam + Gado-gado","Jagung kuning pipil, rebus",Mi ABC cup soto ayam,Gado-gado,"Jagung kuning pipil, rebus, Mi ABC cup soto ayam, Gado-gado",571.0,16.9,83.4,19.7,5.8,5.0
Nasi gemuk + Mi ABC cup soto ayam + Gado-gado,Nasi gemuk,Mi ABC cup soto ayam,Gado-gado,"Nasi gemuk, Mi ABC cup soto ayam, Gado-gado",609.0,16.9,79.4,25.0,5.8,355.0
Jagung titi + Tumis bayam bersantan + Gado-gado,Jagung titi,Tumis bayam bersantan,Gado-gado,"Jagung titi, Tumis bayam bersantan, Gado-gado",559.0,16.9,102.7,9.6,2.4,0.0
Lepok / Ubi rumput + Nugget Ayam Akumo + Wortel kukus,Lepok / Ubi rumput,Nugget Ayam Akumo,Wortel kukus,"Lepok / Ubi rumput, Nugget Ayam Akumo, Wortel kukus",558.0,16.8,78.1,20.8,11.8,769.0
Jagung titi + Bayam kukus + Gado-gado,Jagung titi,Bayam kukus,Gado-gado,"Jagung titi, Bayam kukus, Gado-gado",541.0,16.8,105.9,6.1,3.1,15.0
lontong + Nugget Ayam Akumo + Wortel kukus,lontong,Nugget Ayam Akumo,Wortel kukus,"lontong, Nugget Ayam Akumo, Wortel kukus",521.0,16.8,70.1,19.8,2.3,653.0
Nasi merah + Nugget Ayam Akumo + Wortel kukus,Nasi merah,Nugget Ayam Akumo,Wortel kukus,"Nasi merah, Nugget Ayam Akumo, Wortel kukus",526.0,16.8,70.8,20.0,1.4,658.0
Ubi Cilembu + Nugget Ayam Akumo + Kangkung tondano,Ubi Cilembu,Nugget Ayam Akumo,Kangkung tondano,"Ubi Cilembu, Nugget Ayam Akumo, Kangkung tondano",569.0,16.7,82.7,19.4,7.7,641.0
"Ubi jalar tinta / kemayung + Nugget Ayam Akumo + brokoli , matang",Ubi jalar tinta / kemayung,Nugget Ayam Akumo,"brokoli , matang","Ubi jalar tinta / kemayung, Nugget Ayam Akumo, brokoli , matang",471.2,16.7,57.5,19.6,7.2,626.0
"Ubi Cilembu + Tahu telur + Karedok,sayur",Ubi Cilembu,Tahu telur,"Karedok,sayur","Ubi Cilembu, Tahu telur, Karedok,sayur",606.0,16.7,83.0,23.4,5.2,756.4
Nasi coklat + Tahu telur + Kangkung tondano,Nasi coklat,Tahu telur,Kangkung tondano,"Nasi coklat, Tahu telur, Kangkung tondano",483.0,16.7,56.5,20.9,4.7,785.4
Pundut nasi + Nugget Ayam Akumo + Kangkung tondano,Pundut nasi,Nugget Ayam Akumo,Kangkung tondano,"Pundut nasi, Nugget Ayam Akumo, Kangkung tondano",487.0,16.7,53.5,23.3,4.7,714.0
"Ubi jalar tinta / kemayung kukus + Tahu telur + brokoli , matang",Ubi jalar tinta / kemayung kukus,Tahu telur,"brokoli , matang","Ubi jalar tinta / kemayung kukus, Tahu telur, brokoli , matang",516.2,16.7,66.3,20.3,4.5,771.4
"Getuk singkong + Nugget Ayam Akumo + brokoli , matang",Getuk singkong,Nugget Ayam Akumo,"brokoli , matang","Getuk singkong, Nugget Ayam Akumo, brokoli , matang",567.2,16.7,79.3,20.6,3.8,625.0
Jagung titi + Bayam rebus + Gado-gado,Jagung titi,Bayam rebus,Gado-gado,"Jagung titi, Bayam rebus, Gado-gado",534.0,16.7,103.8,6.0,3.0,16.0
Jagung gerontol + Nugget Ayam Akumo + Wortel kukus,Jagung gerontol,Nugget Ayam Akumo,Wortel kukus,"Jagung gerontol, Nugget Ayam Akumo, Wortel kukus",533.0,16.7,71.6,20.9,2.1,653.0
Nasi tim + Tahu telur + Wortel rebus,Nasi tim,Tahu telur,Wortel rebus,"Nasi tim, Tahu telur, Wortel rebus",476.0,16.7,56.9,20.8,1.7,796.4
Nasi / Nasi Putih + Nugget Ayam Akumo + Wortel rebus,Nasi / Nasi Putih,Nugget Ayam Akumo,Wortel rebus,"Nasi / Nasi Putih, Nugget Ayam Akumo, Wortel rebus",548.0,16.7,76.1,19.8,1.0,652.0
Nasi minyak + Mi ABC cup soto ayam + Gado-gado,Nasi minyak,Mi ABC cup soto ayam,Gado-gado,"Nasi minyak, Mi ABC cup soto ayam, Gado-gado",624.0,16.6,92.1,21.2,5.9,74.0
"Jagung kuning pipil, rebus + Mi ABC cup soto ayam + Cap cai / capcay / cap cay, sayur","Jagung kuning pipil, rebus",Mi ABC cup soto ayam,"Cap cai / capcay / cap cay, sayur","Jagung kuning pipil, rebus, Mi ABC cup soto ayam, Cap cai / capcay / cap cay, sayur",531.0,16.6,66.6,22.8,5.3,410.0
"Tapai singkong + Nugget Ayam Akumo + Karedok,sayur",Tapai singkong,Nugget Ayam Akumo,"Karedok,sayur","Tapai singkong, Nugget Ayam Akumo, Karedok,sayur",601.0,16.6,84.3,22.6,3.4,610.0
"Jagung titi + Tumis bayam bersantan + Cap cai / capcay / cap cay, sayur",Jagung titi,Tumis bayam bersantan,"Cap cai / capcay / cap cay, sayur","Jagung titi, Tumis bayam bersantan, Cap cai / capcay / cap cay, sayur",519.0,16.6,85.9,12.7,1.9,405.0
Nasi / Nasi Putih + Tahu telur + Wortel kukus,Nasi / Nasi Putih,Tahu telur,Wortel kukus,"Nasi / Nasi Putih, Tahu telur, Wortel kukus",545.0,16.6,72.7,20.8,1.7,799.4
Lepok / Ubi rumput + Nugget Ayam Akumo + Wortel rebus,Lepok / Ubi rumput,Nugget Ayam Akumo,Wortel rebus,"Lepok / Ubi rumput, Nugget Ayam Akumo, Wortel rebus",549.0,16.5,76.1,20.7,11.5,767.0
Tapai singkong + Nugget Ayam Akumo + Sayur lebui,Tapai singkong,Nugget Ayam Akumo,Sayur lebui,"Tapai singkong, Nugget Ayam Akumo, Sayur lebui",573.0,16.5,82.7,19.9,7.7,734.0
Nasi tim + Mi ABC cup mi ayam jamur + Gado-gado,Nasi tim,Mi ABC cup mi ayam jamur,Gado-gado,"Nasi tim, Mi ABC cup mi ayam jamur, Gado-gado",647.0,16.5,92.0,23.6,7.6,0.0
Nasi tim + Mi ABC cup soto ayam + Gado-gado,Nasi tim,Mi ABC cup soto ayam,Gado-gado,"Nasi tim, Mi ABC cup soto ayam, Gado-gado",537.0,16.5,81.0,16.6,5.6,0.0
"Jagung titi + Bayam kukus + Cap cai / capcay / cap cay, sayur",Jagung titi,Bayam kukus,"Cap cai / capcay / cap cay, sayur","Jagung titi, Bayam kukus, Cap cai / capcay / cap cay, sayur",501.0,16.5,89.1,9.2,2.6,420.0
lontong + Nugget Ayam Akumo + Wortel rebus,lontong,Nugget Ayam Akumo,Wortel rebus,"lontong, Nugget Ayam Akumo, Wortel rebus",512.0,16.5,68.1,19.7,2.0,651.0
Nasi merah + Nugget Ayam Akumo + Wortel rebus,Nasi merah,Nugget Ayam Akumo,Wortel rebus,"Nasi merah, Nugget Ayam Akumo, Wortel rebus",517.0,16.5,68.8,19.9,1.1,656.0
"Kecimpring singkong goreng + Ayam brand tuna dalam air + Karedok,sayur",Kecimpring singkong goreng,Ayam brand tuna dalam air,"Karedok,sayur","Kecimpring singkong goreng, Ayam brand tuna dalam air, Karedok,sayur",606.0,16.4,87.1,21.9,2.7,0.0
lontong + Tahu telur + Wortel kukus,lontong,Tahu telur,Wortel kukus,"lontong, Tahu telur, Wortel kukus",509.0,16.4,64.7,20.7,2.7,798.4
"Jagung titi + Bayam rebus + Cap cai / capcay / cap cay, sayur",Jagung titi,Bayam rebus,"Cap cai / capcay / cap cay, sayur","Jagung titi, Bayam rebus, Cap cai / capcay / cap cay, sayur",494.0,16.4,87.0,9.1,2.5,421.0
"Ceriping getuk singkong + Ayam brand tuna dalam air + Karedok,sayur",Ceriping getuk singkong,Ayam brand tuna dalam air,"Karedok,sayur","Ceriping getuk singkong, Ayam brand tuna dalam air, Karedok,sayur",604.0,16.4,81.8,24.0,2.0,0.0
Jagung gerontol + Nugget Ayam Akumo + Wortel rebus,Jagung gerontol,Nugget Ayam Akumo,Wortel rebus,"Jagung gerontol, Nugget Ayam Akumo, Wortel rebus",524.0,16.4,69.6,20.8,1.8,651.0
Ubi Cilembu + Tahu telur + Kangkung tondano,Ubi Cilembu,Tahu telur,Kangkung tondano,"Ubi Cilembu, Tahu telur, Kangkung tondano",557.0,16.3,77.3,20.3,8.1,786.4
"Ubi jalar tinta / kemayung + Tahu telur + brokoli , matang",Ubi jalar tinta / kemayung,Tahu telur,"brokoli , matang","Ubi jalar tinta / kemayung, Tahu telur, brokoli , matang",459.2,16.3,52.1,20.5,7.6,771.4
Kecimpring singkong goreng + Ayam brand tuna dalam air + Sayur lebui,Kecimpring singkong goreng,Ayam brand tuna dalam air,Sayur lebui,"Kecimpring singkong goreng, Ayam brand tuna dalam air, Sayur lebui",578.0,16.3,85.5,19.2,7.0,124.0
Ceriping getuk singkong + Ayam brand tuna dalam air + Sayur lebui,Ceriping getuk singkong,Ayam brand tuna dalam air,Sayur lebui,"Ceriping getuk singkong, Ayam brand tuna dalam air, Sayur lebui",576.0,16.3,80.2,21.3,6.3,124.0
"Nasi minyak + Mi ABC cup soto ayam + Cap cai / capcay / cap cay, sayur",Nasi minyak,Mi ABC cup soto ayam,"Cap cai / capcay / cap cay, sayur","Nasi minyak, Mi ABC cup soto ayam, Cap cai / capcay / cap cay, sayur",584.0,16.3,75.3,24.3,5.4,479.0
"Getuk singkong + Tahu telur + brokoli , matang",Getuk singkong,Tahu telur,"brokoli , matang","Getuk singkong, Tahu telur, brokoli , matang",555.2,16.3,73.9,21.5,4.2,770.4
Jagung gerontol + Tahu telur + Wortel kukus,Jagung gerontol,Tahu telur,Wortel kukus,"Jagung gerontol, Tahu telur, Wortel kukus",521.0,16.3,66.2,21.8,2.5,798.4
"Nasi minyak + Kelio telur, masakan + Karedok,sayur",Nasi minyak,"Kelio telur, masakan","Karedok,sayur","Nasi minyak, Kelio telur, masakan, Karedok,sayur",492.0,16.3,60.9,20.7,2.2,614.0
"Jagung titi + Pempek telur, masakan + Karedok,sayur",Jagung titi,"Pempek telur, masakan","Karedok,sayur","Jagung titi, Pempek telur, masakan, Karedok,sayur",622.0,16.3,121.5,8.2,2.2,448.0
Nasi / Nasi Putih + Tahu telur + Wortel rebus,Nasi / Nasi Putih,Tahu telur,Wortel rebus,"Nasi / Nasi Putih, Tahu telur, Wortel rebus",536.0,16.3,70.7,20.7,1.4,797.4
Nasi coklat + Nugget Ayam Akumo + Wortel kukus,Nasi coklat,Nugget Ayam Akumo,Wortel kukus,"Nasi coklat, Nugget Ayam Akumo, Wortel kukus",489.0,16.3,61.8,20.4,1.1,653.0
Woku ubi + Mi ABC cup soto ayam + Gado-gado,Woku ubi,Mi ABC cup soto ayam,Gado-gado,"Woku ubi, Mi ABC cup soto ayam, Gado-gado",560.0,16.2,70.0,24.0,12.1,353.0
"Nasi minyak + Kelio telur, masakan + Sayur lebui",Nasi minyak,"Kelio telur, masakan",Sayur lebui,"Nasi minyak, Kelio telur, masakan, Sayur lebui",464.0,16.2,59.3,18.0,6.5,738.0
"Jagung titi + Pempek telur, masakan + Sayur lebui",Jagung titi,"Pempek telur, masakan",Sayur lebui,"Jagung titi, Pempek telur, masakan, Sayur lebui",594.0,16.2,119.9,5.5,6.5,572.0
Tapai singkong + Nugget Ayam Akumo + Kangkung tondano,Tapai singkong,Nugget Ayam Akumo,Kangkung tondano,"Tapai singkong, Nugget Ayam Akumo, Kangkung tondano",552.0,16.2,78.6,19.5,6.3,640.0
"Nasi tim + Mi ABC cup soto ayam + Cap cai / capcay / cap cay, sayur",Nasi tim,Mi ABC cup soto ayam,"Cap cai / capcay / cap cay, sayur","Nasi tim, Mi ABC cup soto ayam, Cap cai / capcay / cap cay, sayur",497.0,16.2,64.2,19.7,5.1,405.0
"Tapai singkong + Tahu telur + Karedok,sayur",Tapai singkong,Tahu telur,"Karedok,sayur","Tapai singkong, Tahu telur, Karedok,sayur",589.0,16.2,78.9,23.5,3.8,755.4
"Jagung titi + Sop daging sapi, masakan + Wortel kukus",Jagung titi,"Sop daging sapi, masakan",Wortel kukus,"Jagung titi, Sop daging sapi, masakan, Wortel kukus",460.0,16.2,92.7,3.3,1.9,434.0
Nasi / Nasi Putih + Mi ABC cup soto ayam + Gado-gado,Nasi / Nasi Putih,Mi ABC cup soto ayam,Gado-gado,"Nasi / Nasi Putih, Mi ABC cup soto ayam, Gado-gado",597.0,16.1,94.8,16.5,5.3,1.0
"Ubi jalar tinta / kemayung kukus + Nugget Ayam Akumo + Karedok,sayur",Ubi jalar tinta / kemayung kukus,Nugget Ayam Akumo,"Karedok,sayur","Ubi jalar tinta / kemayung kukus, Nugget Ayam Akumo, Karedok,sayur",597.0,16.1,83.9,22.5,2.5,611.0
lontong + Tahu telur + Wortel rebus,lontong,Tahu telur,Wortel rebus,"lontong, Tahu telur, Wortel rebus",500.0,16.1,62.7,20.6,2.4,796.4
Ubi jalar tinta / kemayung kukus + Nugget Ayam Akumo + Sayur lebui,Ubi jalar tinta / kemayung kukus,Nugget Ayam Akumo,Sayur lebui,"Ubi jalar tinta / kemayung kukus, Nugget Ayam Akumo, Sayur lebui",569.0,16.0,82.3,19.8,6.8,735.0
Kecimpring singkong goreng + Ayam brand tuna dalam air + Kangkung tondano,Kecimpring singkong goreng,Ayam brand tuna dalam air,Kangkung tondano,"Kecimpring singkong goreng, Ayam brand tuna dalam air, Kangkung tondano",557.0,16.0,81.4,18.8,5.6,30.0
Ceriping getuk singkong + Ayam brand tuna dalam air + Kangkung tondano,Ceriping getuk singkong,Ayam brand tuna dalam air,Kangkung tondano,"Ceriping getuk singkong, Ayam brand tuna dalam air, Kangkung tondano",555.0,16.0,76.1,20.9,4.9,30.0
Jagung gerontol + Tahu telur + Wortel rebus,Jagung gerontol,Tahu telur,Wortel rebus,"Jagung gerontol, Tahu telur, Wortel rebus",512.0,16.0,64.2,21.7,2.2,796.4
Lepok / Ubi rumput + Mi ABC cup soto ayam + Gado-gado,Lepok / Ubi rumput,Mi ABC cup soto ayam,Gado-gado,"Lepok / Ubi rumput, Mi ABC cup soto ayam, Gado-gado",598.0,15.9,94.8,17.4,15.8,116.0
lontong + Mi ABC cup mi ayam jamur + Gado-gado,lontong,Mi ABC cup mi ayam jamur,Gado-gado,"lontong, Mi ABC cup mi ayam jamur, Gado-gado",671.0,15.9,97.8,23.4,8.3,0.0
Nasi merah + Mi ABC cup mi ayam jamur + Gado-gado,Nasi merah,Mi ABC cup mi ayam jamur,Gado-gado,"Nasi merah, Mi ABC cup mi ayam jamur, Gado-gado",676.0,15.9,98.5,23.6,7.4,5.0
lontong + Mi ABC cup soto ayam + Gado-gado,lontong,Mi ABC cup soto ayam,Gado-gado,"lontong, Mi ABC cup soto ayam, Gado-gado",561.0,15.9,86.8,16.4,6.3,0.0
Nasi merah + Mi ABC cup soto ayam + Gado-gado,Nasi merah,Mi ABC cup soto ayam,Gado-gado,"Nasi merah, Mi ABC cup soto ayam, Gado-gado",566.0,15.9,87.5,16.6,5.4,5.0
"Jagung titi + Pempek telur, masakan + Kangkung tondano",Jagung titi,"Pempek telur, masakan",Kangkung tondano,"Jagung titi, Pempek telur, masakan, Kangkung tondano",573.0,15.9,115.8,5.1,5.1,478.0
Ubi Cilembu + Nugget Ayam Akumo + Wortel kukus,Ubi Cilembu,Nugget Ayam Akumo,Wortel kukus,"Ubi Cilembu, Nugget Ayam Akumo, Wortel kukus",563.0,15.9,82.6,19.8,4.5,654.0
"Jagung titi + Sop daging sapi, masakan + Wortel rebus",Jagung titi,"Sop daging sapi, masakan",Wortel rebus,"Jagung titi, Sop daging sapi, masakan, Wortel rebus",451.0,15.9,90.7,3.2,1.6,432.0
Nasi coklat + Tahu telur + Wortel kukus,Nasi coklat,Tahu telur,Wortel kukus,"Nasi coklat, Tahu telur, Wortel kukus",477.0,15.9,56.4,21.3,1.5,798.4
Pundut nasi + Nugget Ayam Akumo + Wortel kukus,Pundut nasi,Nugget Ayam Akumo,Wortel kukus,"Pundut nasi, Nugget Ayam Akumo, Wortel kukus",481.0,15.9,53.4,23.7,1.5,727.0
Jagung gerontol + Mi ABC cup mi ayam jamur + Gado-gado,Jagung gerontol,Mi ABC cup mi ayam jamur,Gado-gado,"Jagung gerontol, Mi ABC cup mi ayam jamur, Gado-gado",683.0,15.8,99.3,24.5,8.1,0.0
Tapai singkong + Tahu telur + Kangkung tondano,Tapai singkong,Tahu telur,Kangkung tondano,"Tapai singkong, Tahu telur, Kangkung tondano",540.0,15.8,73.2,20.4,6.7,785.4
"Jagung titi + Lumpia ayam + Anyang, sayur",Jagung titi,Lumpia ayam,"Anyang, sayur","Jagung titi, Lumpia ayam, Anyang, sayur",565.0,15.8,96.5,12.7,6.7,414.0
Jagung gerontol + Mi ABC cup soto ayam + Gado-gado,Jagung gerontol,Mi ABC cup soto ayam,Gado-gado,"Jagung gerontol, Mi ABC cup soto ayam, Gado-gado",573.0,15.8,88.3,17.5,6.1,0.0
"Nasi / Nasi Putih + Mi ABC cup soto ayam + Cap cai / capcay / cap cay, sayur",Nasi / Nasi Putih,Mi ABC cup soto ayam,"Cap cai / capcay / cap cay, sayur","Nasi / Nasi Putih, Mi ABC cup soto ayam, Cap cai / capcay / cap cay, sayur",557.0,15.8,78.0,19.6,4.8,406.0
"Nasi / Nasi Putih + Kelio telur, masakan + Karedok,sayur",Nasi / Nasi Putih,"Kelio telur, masakan","Karedok,sayur","Nasi / Nasi Putih, Kelio telur, masakan, Karedok,sayur",465.0,15.8,63.6,16.0,1.6,541.0
"Ubi jalar tinta / kemayung + Nugget Ayam Akumo + Karedok,sayur",Ubi jalar tinta / kemayung,Nugget Ayam Akumo,"Karedok,sayur","Ubi jalar tinta / kemayung, Nugget Ayam Akumo, Karedok,sayur",540.0,15.7,69.7,22.7,5.6,611.0
Ubi jalar tinta / kemayung kukus + Nugget Ayam Akumo + Kangkung tondano,Ubi jalar tinta / kemayung kukus,Nugget Ayam Akumo,Kangkung tondano,"Ubi jalar tinta / kemayung kukus, Nugget Ayam Akumo, Kangkung tondano",548.0,15.7,78.2,19.4,5.4,641.0
"Kecimpring singkong goreng + Bakso ikan + brokoli , matang",Kecimpring singkong goreng,Bakso ikan,"brokoli , matang","Kecimpring singkong goreng, Bakso ikan, brokoli , matang",594.2,15.7,86.6,20.0,4.3,270.0
"Ceriping getuk singkong + Bakso ikan + brokoli , matang",Ceriping getuk singkong,Bakso ikan,"brokoli , matang","Ceriping getuk singkong, Bakso ikan, brokoli , matang",592.2,15.7,81.3,22.1,3.6,270.0
"Ubi jalar tinta / kemayung kukus + Tahu telur + Karedok,sayur",Ubi jalar tinta / kemayung kukus,Tahu telur,"Karedok,sayur","Ubi jalar tinta / kemayung kukus, Tahu telur, Karedok,sayur",585.0,15.7,78.5,23.4,2.9,756.4
"Getuk singkong + Nugget Ayam Akumo + Karedok,sayur",Getuk singkong,Nugget Ayam Akumo,"Karedok,sayur","Getuk singkong, Nugget Ayam Akumo, Karedok,sayur",636.0,15.7,91.5,23.7,2.2,610.0
"Lepok / Ubi rumput + Mi ABC cup soto ayam + Cap cai / capcay / cap cay, sayur",Lepok / Ubi rumput,Mi ABC cup soto ayam,"Cap cai / capcay / cap cay, sayur","Lepok / Ubi rumput, Mi ABC cup soto ayam, Cap cai / capcay / cap cay, sayur",558.0,15.6,78.0,20.5,15.3,521.0
"Lepok / Ubi rumput + Kelio telur, masakan + Karedok,sayur",Lepok / Ubi rumput,"Kelio telur, masakan","Karedok,sayur","Lepok / Ubi rumput, Kelio telur, masakan, Karedok,sayur",466.0,15.6,63.6,16.9,12.1,656.0
Ubi jalar tinta / kemayung + Nugget Ayam Akumo + Sayur lebui,Ubi jalar tinta / kemayung,Nugget Ayam Akumo,Sayur lebui,"Ubi jalar tinta / kemayung, Nugget Ayam Akumo, Sayur lebui",512.0,15.6,68.1,20.0,9.9,735.0
Getuk singkong + Nugget Ayam Akumo + Sayur lebui,Getuk singkong,Nugget Ayam Akumo,Sayur lebui,"Getuk singkong, Nugget Ayam Akumo, Sayur lebui",608.0,15.6,89.9,21.0,6.5,734.0
"lontong + Mi ABC cup soto ayam + Cap cai / capcay / cap cay, sayur",lontong,Mi ABC cup soto ayam,"Cap cai / capcay / cap cay, sayur","lontong, Mi ABC cup soto ayam, Cap cai / capcay / cap cay, sayur",521.0,15.6,70.0,19.5,5.8,405.0
"Nasi merah + Mi ABC cup soto ayam + Cap cai / capcay / cap cay, sayur",Nasi merah,Mi ABC cup soto ayam,"Cap cai / capcay / cap cay, sayur","Nasi merah, Mi ABC cup soto ayam, Cap cai / capcay / cap cay, sayur",526.0,15.6,70.7,19.7,4.9,410.0
"Jagung titi + Lumpia ayam + brokoli , matang",Jagung titi,Lumpia ayam,"brokoli , matang","Jagung titi, Lumpia ayam, brokoli , matang",462.2,15.6,88.1,5.0,4.3,139.0
Ubi Cilembu + Nugget Ayam Akumo + Wortel rebus,Ubi Cilembu,Nugget Ayam Akumo,Wortel rebus,"Ubi Cilembu, Nugget Ayam Akumo, Wortel rebus",554.0,15.6,80.6,19.7,4.2,652.0
Nasi coklat + Tahu telur + Wortel rebus,Nasi coklat,Tahu telur,Wortel rebus,"Nasi coklat, Tahu telur, Wortel rebus",468.0,15.6,54.4,21.2,1.2,796.4
Pundut nasi + Nugget Ayam Akumo + Wortel rebus,Pundut nasi,Nugget Ayam Akumo,Wortel rebus,"Pundut nasi, Nugget Ayam Akumo, Wortel rebus",472.0,15.6,51.4,23.6,1.2,725.0
"Jagung gerontol + Mi ABC cup soto ayam + Cap cai / capcay / cap cay, sayur",Jagung gerontol,Mi ABC cup soto ayam,"Cap cai / capcay / cap cay, sayur","Jagung gerontol, Mi ABC cup soto ayam, Cap cai / capcay / cap cay, sayur",533.0,15.5,71.5,20.6,5.6,405.0
